epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,2547.04,0.55026,0.47677,0.99186,0.99797,1,0.995,0.93723,0.36338,0.24207,0.87956,0.000742625,0.000742625,0.000742625
43,2606.03,0.53974,0.48745,0.98572,0.98164,0.98594,0.99008,0.95082,0.32262,0.26938,0.84936,0.00073025,0.00073025,0.00073025
44,2664.89,0.52748,0.4622,0.98042,0.99245,0.99048,0.9946,0.9508,0.32588,0.2385,0.85994,0.000717875,0.000717875,0.000717875
45,2723.53,0.53929,0.47366,0.98766,0.99734,0.99236,0.995,0.94777,0.33666,0.23846,0.86185,0.0007055,0.0007055,0.0007055
46,2782.29,0.53386,0.45959,0.98418,0.99505,0.98703,0.99439,0.94861,0.33295,0.24812,0.85999,0.000693125,0.000693125,0.000693125
47,2841.23,0.52241,0.44366,0.97535,0.98464,0.99583,0.99395,0.9482,0.33786,0.23855,0.86646,0.00068075,0.00068075,0.00068075
48,2900.3,0.50352,0.43626,0.9569,0.99683,0.99583,0.99488,0.95097,0.30721,0.22406,0.85319,0.000668375,0.000668375,0.000668375
49,2959.11,0.52222,0.44866,0.98244,0.99383,0.98196,0.99344,0.94762,0.32636,0.24301,0.86022,0.000656,0.000656,0.000656
50,3018.15,0.50808,0.43948,0.97157,0.98652,0.98818,0.99431,0.9521,0.33258,0.24413,0.85206,0.000643625,0.000643625,0.000643625
51,3077.05,0.5241,0.4402,0.98379,0.99378,0.97917,0.99135,0.9496,0.32198,0.23825,0.85448,0.00063125,0.00063125,0.00063125
52,3135.88,0.51627,0.45558,0.96783,0.98353,0.9839,0.99026,0.95128,0.30922,0.24326,0.85706,0.000618875,0.000618875,0.000618875
53,3194.6,0.50088,0.43022,0.96418,0.98639,0.9951,0.99248,0.9541,0.30628,0.22624,0.84687,0.0006065,0.0006065,0.0006065
54,3253.31,0.50377,0.4413,0.96557,0.99213,0.99426,0.99099,0.9504,0.32349,0.22674,0.86267,0.000594125,0.000594125,0.000594125
55,3312.28,0.48995,0.42574,0.96097,0.98824,0.99991,0.99488,0.95904,0.29573,0.21326,0.85003,0.00058175,0.00058175,0.00058175
56,3371.27,0.49511,0.42857,0.96009,0.9933,0.99483,0.99484,0.96049,0.29533,0.20524,0.84405,0.000569375,0.000569375,0.000569375
57,3430.41,0.49374,0.42467,0.96641,0.99462,0.99609,0.99475,0.95856,0.30268,0.21972,0.84548,0.000557,0.000557,0.000557
58,3489.41,0.48908,0.42073,0.96623,0.99344,0.99536,0.99475,0.95365,0.29836,0.22272,0.84634,0.000544625,0.000544625,0.000544625
59,3548.48,0.47591,0.40564,0.95192,0.99898,0.98727,0.9948,0.95547,0.29893,0.20771,0.84756,0.00053225,0.00053225,0.00053225
60,3607.56,0.48997,0.41915,0.96581,0.99569,0.99879,0.995,0.96184,0.29441,0.21029,0.84374,0.000519875,0.000519875,0.000519875
61,3666.73,0.48388,0.41136,0.96143,0.99732,0.99988,0.995,0.95927,0.29476,0.21155,0.85052,0.0005075,0.0005075,0.0005075
62,3725.79,0.4851,0.41873,0.9675,0.99779,1,0.995,0.96417,0.28692,0.19432,0.84484,0.000495125,0.000495125,0.000495125
63,3784.73,0.47666,0.40774,0.95736,0.99465,0.99583,0.99365,0.96043,0.29566,0.21518,0.8452,0.00048275,0.00048275,0.00048275
64,3843.94,0.47028,0.4001,0.95477,0.99781,1,0.995,0.96698,0.28814,0.20134,0.84426,0.000470375,0.000470375,0.000470375
65,3902.81,0.46915,0.40469,0.95504,0.99758,1,0.995,0.96145,0.28716,0.20407,0.85123,0.000458,0.000458,0.000458
66,3961.69,0.46117,0.39795,0.9468,0.97994,0.99666,0.9948,0.96155,0.28837,0.21426,0.85149,0.000445625,0.000445625,0.000445625
67,4020.63,0.45395,0.39156,0.94213,0.99783,0.99922,0.995,0.96754,0.26584,0.19147,0.8415,0.00043325,0.00043325,0.00043325
68,4079.58,0.45305,0.37596,0.94527,0.9981,1,0.995,0.96276,0.28614,0.19178,0.85426,0.000420875,0.000420875,0.000420875
69,4138.39,0.4569,0.37164,0.94777,0.98436,0.99965,0.9948,0.96781,0.27088,0.19245,0.84313,0.0004085,0.0004085,0.0004085
70,4197.32,0.45713,0.37987,0.94805,0.99618,0.99583,0.99496,0.96503,0.28422,0.18851,0.84886,0.000396125,0.000396125,0.000396125
71,4256.32,0.45826,0.38118,0.94885,0.99805,1,0.995,0.96776,0.27023,0.17849,0.84465,0.00038375,0.00038375,0.00038375
72,4315.4,0.45091,0.38623,0.94998,0.99415,0.99727,0.99488,0.96311,0.27702,0.19226,0.84433,0.000371375,0.000371375,0.000371375
73,4374.5,0.43132,0.36417,0.93938,0.99731,0.99896,0.995,0.96512,0.27372,0.18531,0.84723,0.000359,0.000359,0.000359
74,4433.5,0.44573,0.37312,0.94993,0.9946,0.9964,0.9948,0.95933,0.29992,0.19152,0.86763,0.000346625,0.000346625,0.000346625
75,4492.66,0.42266,0.34875,0.92628,0.99291,0.99451,0.99459,0.963,0.27521,0.19648,0.84488,0.00033425,0.00033425,0.00033425
76,4551.67,0.43542,0.3663,0.94168,0.99824,1,0.995,0.96892,0.27011,0.17795,0.84836,0.000321875,0.000321875,0.000321875
77,4610.74,0.42598,0.36316,0.93624,0.99693,1,0.995,0.96707,0.269,0.17941,0.84811,0.0003095,0.0003095,0.0003095
78,4669.72,0.43584,0.35581,0.9423,0.99599,0.99699,0.995,0.96419,0.25719,0.17833,0.83969,0.000297125,0.000297125,0.000297125
79,4728.56,0.41783,0.35317,0.93027,0.99279,0.99932,0.99475,0.96578,0.27284,0.18438,0.85114,0.00028475,0.00028475,0.00028475
80,4787.67,0.41763,0.35717,0.9349,0.99373,0.99626,0.995,0.96521,0.26399,0.17969,0.84996,0.000272375,0.000272375,0.000272375
81,4846.52,0.41366,0.33951,0.92963,0.99825,1,0.995,0.96405,0.27271,0.17658,0.8452,0.00026,0.00026,0.00026
82,4905.58,0.42847,0.35588,0.93789,0.99257,1,0.995,0.96421,0.27138,0.18471,0.84039,0.000247625,0.000247625,0.000247625
83,4964.43,0.41929,0.35182,0.93797,0.9932,1,0.995,0.96708,0.25702,0.17871,0.83825,0.00023525,0.00023525,0.00023525
84,5023.55,0.42109,0.34374,0.9386,0.99436,1,0.99496,0.96434,0.27493,0.18061,0.84963,0.000222875,0.000222875,0.000222875
85,5082.61,0.40974,0.34764,0.92711,0.99406,0.99328,0.9948,0.97036,0.24469,0.17469,0.83147,0.0002105,0.0002105,0.0002105
86,5141.63,0.40569,0.33146,0.92679,0.99467,1,0.99496,0.96965,0.2514,0.17027,0.83744,0.000198125,0.000198125,0.000198125
87,5200.75,0.39686,0.32666,0.93443,0.99371,0.99949,0.99488,0.96839,0.24528,0.16582,0.83552,0.00018575,0.00018575,0.00018575
88,5259.77,0.39821,0.32356,0.92598,0.9846,0.9983,0.99467,0.96132,0.25162,0.17476,0.84587,0.000173375,0.000173375,0.000173375
89,5318.89,0.39258,0.32011,0.92568,0.99778,1,0.995,0.96685,0.2469,0.16652,0.8407,0.000161,0.000161,0.000161
90,5377.85,0.39271,0.32911,0.92796,0.99389,0.99968,0.99496,0.96504,0.24709,0.162,0.83944,0.000148625,0.000148625,0.000148625
91,5474.77,0.22018,0.17283,0.80029,0.99487,0.99647,0.9948,0.96528,0.2497,0.16518,0.84395,0.00013625,0.00013625,0.00013625
92,5533.88,0.21551,0.16528,0.79923,0.99458,0.99659,0.99459,0.96694,0.24125,0.16301,0.84005,0.000123875,0.000123875,0.000123875
93,5592.74,0.20885,0.16141,0.79611,0.99499,0.9964,0.99459,0.96901,0.24005,0.16044,0.83234,0.0001115,0.0001115,0.0001115
94,5651.7,0.20283,0.15743,0.79656,0.99521,0.99634,0.99475,0.96893,0.24362,0.16103,0.83292,9.9125e-05,9.9125e-05,9.9125e-05
95,5710.53,0.20172,0.15758,0.78847,0.99332,0.99977,0.9948,0.97125,0.23696,0.14914,0.83433,8.675e-05,8.675e-05,8.675e-05
96,5769.67,0.19975,0.15376,0.79642,0.99409,1,0.99488,0.96727,0.24725,0.15091,0.8436,7.4375e-05,7.4375e-05,7.4375e-05
97,5828.61,0.19501,0.14884,0.79416,0.99287,0.99959,0.99475,0.97246,0.23206,0.1453,0.83047,6.2e-05,6.2e-05,6.2e-05
98,5887.26,0.19671,0.14837,0.79635,0.99463,1,0.9948,0.97117,0.23056,0.15058,0.82839,4.9625e-05,4.9625e-05,4.9625e-05
99,5946.37,0.19165,0.14576,0.78928,0.99412,1,0.99496,0.97136,0.23089,0.14711,0.83085,3.725e-05,3.725e-05,3.725e-05
100,6005.47,0.19265,0.14828,0.79387,0.99197,0.99957,0.99459,0.96937,0.22543,0.14682,0.82755,2.4875e-05,2.4875e-05,2.4875e-05
